user_id,model,rank,movie_id,title,pred_rating
4597,SVD,5,634,Christmas with The Simpsons,3.8935205258958674
4597,SVD,6,316,Futurama: Monster Robot Maniac Fun Collection,3.8774008042941532
4597,SVD,7,477,George Carlin: Personal Favorites,3.8689975285510725
4597,SVD,8,223,Chappelle's Show: Season 1,3.8347426856206486
4597,SVD,9,463,The Twilight Zone: Vol. 12,3.822321363933306
4597,SVD,10,479,George Carlin: What Am I Doing in New Jersey?,3.815517129122423
4597,Item-CF,1,903,Hamlet,3.691676378250122
4597,Item-CF,2,98,The Battle of Algiers: Bonus Material,3.4929490089416504
4597,Item-CF,3,905,Remedy,3.473494529724121
4597,Item-CF,4,85,Elfen Lied,3.409943103790283
4597,Item-CF,5,753,Mary Poppins: Bonus Material,3.4140114784240723
4597,Item-CF,6,261,The Big Clock,3.5631799697875977
4597,Item-CF,7,200,The Fall of the Roman Empire,3.552316188812256
4597,Item-CF,8,874,Elvis Costello & the Imposters: Live in Memphis,3.395693778991699
4597,Item-CF,9,804,Sherlock Holmes: The Scarlet Claw,3.5024538040161133
4597,Item-CF,10,395,Captain Blood,3.488771677017212
4905,SVD,1,872,Seven Samurai,4.440358040531726
4905,SVD,2,825,Bill Cosby: Himself,4.300257185098525
4905,SVD,3,359,Absolutely Fabulous: Series 5,4.268113998477389
4905,SVD,4,454,Xena: Warrior Princess: Season 3,4.2104810241161195
4905,SVD,5,241,North by Northwest,4.177681123476044
4905,SVD,6,996,Yojimbo,4.14825008814942
4905,SVD,7,764,Scarface: 20th Anniversary Edition: Bonus Material,4.104687820595559
4905,SVD,8,807,The Mouse That Roared,4.080073642812614
4905,SVD,9,463,The Twilight Zone: Vol. 12,4.0617605443637
4905,SVD,10,577,The Twilight Zone: Vol. 36,4.057807543244756
4905,Item-CF,1,183,IFilm: Deranged,3.828368663787842
4905,Item-CF,2,98,The Battle of Algiers: Bonus Material,3.6928935050964355
4905,Item-CF,3,774,Foyle's War: Set 2,3.579235315322876
4905,Item-CF,4,395,Captain Blood,3.5533812046051025
4905,Item-CF,5,560,Star Trek: Enterprise: Season 3,3.486586809158325
4905,Item-CF,6,874,Elvis Costello & the Imposters: Live in Memphis,3.3914947509765625
4905,Item-CF,7,595,Monarch of the Glen: Series 2,3.6127171516418457
4905,Item-CF,8,753,Mary Poppins: Bonus Material,3.4345619678497314
4905,Item-CF,9,871,The Jewel in the Crown,3.52780818939209
4905,Item-CF,10,804,Sherlock Holmes: The Scarlet Claw,3.474663019180298
5652,SVD,1,840,The Lady Eve,4.5074584043514205
5652,SVD,2,886,Ray,4.44742323233173
5652,SVD,3,25,Inspector Morse 31: Death Is Now My Neighbour,4.433205324731704
5652,SVD,4,895,Dersu Uzala,4.300970730862398
5652,SVD,5,996,Yojimbo,4.287877912282202
5652,SVD,6,167,The Chorus,4.2833915158872795
5652,SVD,7,432,Les Miserables in Concert,4.25838323986304
5652,SVD,8,152,A Little Princess,4.226026305139232
5652,SVD,9,807,The Mouse That Roared,4.221063491106707
5652,SVD,10,561,High and Low,4.202676631505044
5652,Item-CF,1,98,The Battle of Algiers: Bonus Material,4.08662223815918
5652,Item-CF,2,183,IFilm: Deranged,3.8963735103607178
5652,Item-CF,3,871,The Jewel in the Crown,4.092599868774414
5652,Item-CF,4,117,Silk Stockings,4.051929950714111
5652,Item-CF,5,115,Lord Peter Wimsey: Murder Must Advertise,4.065324306488037
5652,Item-CF,6,810,The Matchmaker,3.9588379859924316
5652,Item-CF,7,574,Strangers When We Meet,4.030797958374023
5652,Item-CF,8,161,Ninotchka,4.0328545570373535
5652,Item-CF,9,261,The Big Clock,3.9631245136260986
5652,Item-CF,10,25,Inspector Morse 31: Death Is Now My Neighbour,4.068492889404297
5980,SVD,1,468,The Matrix: Revolutions,4.83908752841762
5980,SVD,2,191,X2: X-Men United,4.815840053675473
5980,SVD,3,329,Dogma,4.800012521526682
5980,SVD,4,223,Chappelle's Show: Season 1,4.789898133307191
5980,SVD,5,634,Christmas with The Simpsons,4.742998786357193
5980,SVD,6,479,George Carlin: What Am I Doing in New Jersey?,4.619219827428686
5980,SVD,7,345,Star Trek: Voyager: Season 5,4.551273940734351
5980,SVD,8,138,Star Trek: Voyager: Season 1,4.5378624751037435
5980,SVD,9,674,Hellbound: Hellraiser II,4.527175276651665
5980,SVD,10,621,Armageddon,4.474481688351441
5980,Item-CF,1,995,Dark Town,3.968137502670288
5980,Item-CF,2,375,Nine Dead Gay Guys,4.133664608001709
5980,Item-CF,3,95,Dona Herlinda and Her Son,4.076737880706787
5980,Item-CF,4,488,His Secret Life,4.027109622955322
5980,Item-CF,5,85,Elfen Lied,3.8625540733337402
5980,Item-CF,6,335,Fear No Evil,3.9901692867279053
5980,Item-CF,7,378,Party Monster,4.051529884338379
5980,Item-CF,8,544,Maurice: Bonus Material,3.933410882949829
5980,Item-CF,9,436,Girls Just Want to Have Fun,3.9365644454956055
5980,Item-CF,10,458,Blast,3.934133291244507
6206,SVD,1,872,Seven Samurai,4.849053222140735
6206,SVD,2,316,Futurama: Monster Robot Maniac Fun Collection,4.746991191125687
6206,SVD,3,477,George Carlin: Personal Favorites,4.734972945533895
6206,SVD,4,730,Bagdad Cafe,4.688359602490184
6206,SVD,5,479,George Carlin: What Am I Doing in New Jersey?,4.632806761648023
6206,SVD,6,825,Bill Cosby: Himself,4.61235133546402
6206,SVD,7,722,The Wire: Season 1,4.602631343825149
6206,SVD,8,473,Princess Mononoke,4.593086374809014
6206,SVD,9,952,My Favorite Wife,4.5684715401911165
6206,SVD,10,106,Stevie Ray Vaughan and Double Trouble: Live at Montreux 1982 & 1985,4.550321333941834
6206,Item-CF,1,98,The Battle of Algiers: Bonus Material,4.118027687072754
6206,Item-CF,2,183,IFilm: Deranged,4.063726425170898
6206,Item-CF,3,793,By Brakhage: An Anthology,4.108316421508789
6206,Item-CF,4,727,Carlton-Browne of the F.O.,4.063451766967773
6206,Item-CF,5,887,Monster-in-Law: Bonus Material,3.973572015762329
6206,Item-CF,6,874,Elvis Costello & the Imposters: Live in Memphis,3.9688189029693604
6206,Item-CF,7,102,Notre Musique,4.028250694274902
6206,Item-CF,8,221,Voyage to the Planets and Beyond,4.012695789337158
6206,Item-CF,9,707,The Return,4.074448108673096
6206,Item-CF,10,770,A Perfect Candidate,4.017807483673096
6629,SVD,1,886,Ray,4.1752201512004525
6629,SVD,2,752,Star Trek: The Next Generation: Season 7,3.8665462268051822
6629,SVD,3,152,A Little Princess,3.7065610061761936
6629,SVD,4,361,The Phantom of the Opera: Special Edition,3.6630779693844184
6629,SVD,5,32,ABC Primetime: Mel Gibson's The Passion of the Christ,3.648199157382474
6629,SVD,6,359,Absolutely Fabulous: Series 5,3.647670768423338
6629,SVD,7,908,Sense and Sensibility,3.64338957986615
6629,SVD,8,631,Unleashed,3.6373247756645264
6629,SVD,9,240,Woman of the Year,3.6272892850511433
6629,SVD,10,257,Charlotte's Web,3.61920516480998
6629,Item-CF,1,887,Monster-in-Law: Bonus Material,3.1726434230804443
6629,Item-CF,2,40,Pitcher and the Pin-Up,3.2153496742248535
6629,Item-CF,3,753,Mary Poppins: Bonus Material,3.152649164199829
6629,Item-CF,4,839,The Thin Man Goes Home,3.1856961250305176
6629,Item-CF,5,325,Ghosts of Rwanda: Frontline,3.186431646347046
6629,Item-CF,6,395,Captain Blood,3.1810288429260254
6629,Item-CF,7,988,Operation Pacific,3.170959949493408
6629,Item-CF,8,361,The Phantom of the Opera: Special Edition,3.176893472671509
6629,Item-CF,9,98,The Battle of Algiers: Bonus Material,3.093554973602295
6629,Item-CF,10,804,Sherlock Holmes: The Scarlet Claw,3.1787102222442627
7576,SVD,1,634,Christmas with The Simpsons,5.0
7576,SVD,2,316,Futurama: Monster Robot Maniac Fun Collection,4.939426668650091
7576,SVD,3,209,Star Trek: Deep Space Nine: Season 5,4.912334705270707
7576,SVD,4,825,Bill Cosby: Himself,4.857213021546154
7576,SVD,5,555,Cadfael: A Morbid Taste for Bones,4.7662004142556595
7576,SVD,6,822,Star Trek: Enterprise: Season 1,4.739849311516459
7576,SVD,7,752,Star Trek: The Next Generation: Season 7,4.732246754310987
7576,SVD,8,463,The Twilight Zone: Vol. 12,4.72516186962693
7576,SVD,9,345,Star Trek: Voyager: Season 5,4.7233763456469555
7576,SVD,10,907,Animal Crackers,4.7196681794501725
7576,Item-CF,1,183,IFilm: Deranged,4.339293479919434
7576,Item-CF,2,874,Elvis Costello & the Imposters: Live in Memphis,3.969007968902588
7576,Item-CF,3,342,Noir,4.06764030456543
7576,Item-CF,4,806,Eyes Without a Face,4.047684669494629
7576,Item-CF,5,561,High and Low,3.959883213043213
7576,Item-CF,6,903,Hamlet,3.9025626182556152
7576,Item-CF,7,949,Henry Fool,4.016635417938232
7576,Item-CF,8,248,Michael Moore's The Awful Truth: Season 2,3.9887771606445312
7576,Item-CF,9,405,Wings of Desire,3.9745256900787354
7576,Item-CF,10,424,Happiness,3.9778711795806885
8121,SVD,1,798,Jaws,3.611846519489124
8121,SVD,2,872,Seven Samurai,3.405534870959647
8121,SVD,3,837,All in the Family: Season 3,3.287591295590185
8121,SVD,4,918,A Hard Day's Night: Collector's Series,3.278047913476952
8121,SVD,5,471,City Lights,3.2371670378218553
8121,SVD,6,840,The Lady Eve,3.231718536050547
8121,SVD,7,774,Foyle's War: Set 2,3.2259395386572467
8121,SVD,8,76,I Love Lucy: Season 2,3.1858714544465894
8121,SVD,9,47,The Bad and the Beautiful,3.147288029597976
8121,SVD,10,316,Futurama: Monster Robot Maniac Fun Collection,3.0941397012332463
8121,Item-CF,1,183,IFilm: Deranged,2.7088451385498047
8121,Item-CF,2,646,Matewan,2.7117977142333984
8121,Item-CF,3,405,Wings of Desire,2.7514829635620117
8121,Item-CF,4,518,The Prime of Miss Jean Brodie,2.8184947967529297
8121,Item-CF,5,871,The Jewel in the Crown,2.7840542793273926
8121,Item-CF,6,3,Character,2.755206823348999
8121,Item-CF,7,730,Bagdad Cafe,2.7383720874786377
8121,Item-CF,8,471,City Lights,2.7702250480651855
8121,Item-CF,9,949,Henry Fool,2.7033872604370117
8121,Item-CF,10,79,The Killing,2.658916711807251
8200,SVD,1,316,Futurama: Monster Robot Maniac Fun Collection,4.383597672606969
8200,SVD,2,479,George Carlin: What Am I Doing in New Jersey?,4.331998133333745
8200,SVD,3,752,Star Trek: The Next Generation: Season 7,4.278460298917469
8200,SVD,4,361,The Phantom of the Opera: Special Edition,4.273515728173966
8200,SVD,5,631,Unleashed,4.187260182709978
8200,SVD,6,825,Bill Cosby: Himself,4.185690367794809
8200,SVD,7,886,Ray,4.181504040071417
8200,SVD,8,872,Seven Samurai,4.1714868816006945
8200,SVD,9,634,Christmas with The Simpsons,4.1540948656481955
8200,SVD,10,28,Lilo and Stitch,4.124129637945527
8200,Item-CF,1,183,IFilm: Deranged,3.5797486305236816
8200,Item-CF,2,943,Dave Chappelle: For What It's Worth,3.5053443908691406
8200,Item-CF,3,102,Notre Musique,3.475715160369873
8200,Item-CF,4,559,Rebecca: Bonus Material,3.51290225982666
8200,Item-CF,5,405,Wings of Desire,3.520683765411377
8200,Item-CF,6,515,Avia Vampire Hunter,3.4811747074127197
8200,Item-CF,7,871,The Jewel in the Crown,3.5236427783966064
8200,Item-CF,8,895,Dersu Uzala,3.476834774017334
8200,Item-CF,9,516,Monsoon Wedding,3.511509656906128
8200,Item-CF,10,839,The Thin Man Goes Home,3.4834961891174316
9557,SVD,1,825,Bill Cosby: Himself,4.086570704472027
9557,SVD,2,634,Christmas with The Simpsons,3.999788219892151
9557,SVD,3,907,Animal Crackers,3.8719913068051066
9557,SVD,4,886,Ray,3.8043217695382356
9557,SVD,5,471,City Lights,3.682713039821669
9557,SVD,6,253,A Night at the Opera,3.6250788666468976
9557,SVD,7,857,The Three Stooges Go Around the World in a Daze,3.611461251540699
9557,SVD,8,316,Futurama: Monster Robot Maniac Fun Collection,3.606592951872799
9557,SVD,9,822,Star Trek: Enterprise: Season 1,3.5860607926372707
9557,SVD,10,25,Inspector Morse 31: Death Is Now My Neighbour,3.5755160180482375
9557,Item-CF,1,183,IFilm: Deranged,3.212430000305176
9557,Item-CF,2,98,The Battle of Algiers: Bonus Material,3.0074689388275146
9557,Item-CF,3,159,Gentlemen of Fortune,3.0296285152435303
9557,Item-CF,4,200,The Fall of the Roman Empire,2.9530420303344727
9557,Item-CF,5,559,Rebecca: Bonus Material,2.9168264865875244
9557,Item-CF,6,220,Winston Churchill: The Wilderness Years,2.9256794452667236
9557,Item-CF,7,211,The Agronomist,2.9345576763153076
9557,Item-CF,8,325,Ghosts of Rwanda: Frontline,2.9475443363189697
9557,Item-CF,9,707,The Return,2.9713191986083984
9557,Item-CF,10,712,Homicide: Life on the Street: Season 7,2.950254440307617
10268,SVD,1,886,Ray,4.357095815050295
10268,SVD,2,575,Highlander: Season 4,4.028982106527573
10268,SVD,3,631,Unleashed,4.020448775435523
10268,SVD,4,479,George Carlin: What Am I Doing in New Jersey?,3.919495878574147
10268,SVD,5,316,Futurama: Monster Robot Maniac Fun Collection,3.859815099073942
10268,SVD,6,839,The Thin Man Goes Home,3.82627954237199
10268,SVD,7,722,The Wire: Season 1,3.81370453023867
10268,SVD,8,577,The Twilight Zone: Vol. 36,3.7850710629751223
10268,SVD,9,634,Christmas with The Simpsons,3.774790966054271
10268,SVD,10,559,Rebecca: Bonus Material,3.7731816277880434
10268,Item-CF,1,40,Pitcher and the Pin-Up,3.3505537509918213
10268,Item-CF,2,85,Elfen Lied,3.291433572769165
10268,Item-CF,3,903,Hamlet,3.31077241897583
10268,Item-CF,4,886,Ray,3.403489351272583
10268,Item-CF,5,947,The Cincinnati Kid,3.4984922409057617
10268,Item-CF,6,887,Monster-in-Law: Bonus Material,3.263359785079956
10268,Item-CF,7,874,Elvis Costello & the Imposters: Live in Memphis,3.3095240592956543
10268,Item-CF,8,518,The Prime of Miss Jean Brodie,3.432168960571289
10268,Item-CF,9,406,Hostage,3.3696165084838867
10268,Item-CF,10,395,Captain Blood,3.4348795413970947
10374,SVD,1,886,Ray,5.0
10374,SVD,2,631,Unleashed,4.962558776692276
10374,SVD,3,575,Highlander: Season 4,4.762248840004276
10374,SVD,4,316,Futurama: Monster Robot Maniac Fun Collection,4.760586517785977
10374,SVD,5,273,Taxi,4.691117387969669
10374,SVD,6,657,Highlander: Season 5,4.683646801657163
10374,SVD,7,752,Star Trek: The Next Generation: Season 7,4.678100855997793
10374,SVD,8,634,Christmas with The Simpsons,4.656839335514349
10374,SVD,9,406,Hostage,4.641167333040911
10374,SVD,10,58,Dragonheart,4.621929931608048
10374,Item-CF,1,183,IFilm: Deranged,4.4891510009765625
10374,Item-CF,2,515,Avia Vampire Hunter,4.106050968170166
10374,Item-CF,3,946,Sex and the Teenage Mind,3.9925379753112793
10374,Item-CF,4,193,Marilyn Manson: Fear of a Satanic Planet,4.04019021987915
10374,Item-CF,5,379,Crash Dive,4.136751174926758
10374,Item-CF,6,196,Peter Tosh: Stepping Razor: Red X,4.1890153884887695
10374,Item-CF,7,93,They Came Back,4.051370620727539
10374,Item-CF,8,792,Unsolved History: Salem Witch Trials,4.073979377746582
10374,Item-CF,9,876,Super Gals,4.1838836669921875
10374,Item-CF,10,844,La Cienaga,4.064854621887207
10679,SVD,1,406,Hostage,4.393463964592707
10679,SVD,2,952,My Favorite Wife,4.334019037645272
10679,SVD,3,908,Sense and Sensibility,4.237119850988402
10679,SVD,4,822,Star Trek: Enterprise: Season 1,4.216363284683033
10679,SVD,5,338,The Three Stooges: Three Smart Saps,4.205915402943999
10679,SVD,6,474,Legend of 1900,4.196146799874701
10679,SVD,7,631,Unleashed,4.15363584293256
10679,SVD,8,476,VeggieTales Classics: Where's God When I'm Scared?,4.145616427682863
10679,SVD,9,143,The Game,4.118573485879403
10679,SVD,10,916,Earth 2: The Complete Series,4.105152044025533
10679,Item-CF,1,183,IFilm: Deranged,3.8626444339752197
10679,Item-CF,2,667,Gilligan's Island: Season 2,4.096946716308594
10679,Item-CF,3,916,Earth 2: The Complete Series,4.008214950561523
10679,Item-CF,4,845,If We Had No Moon,4.036909580230713
10679,Item-CF,5,230,Unsolved Mysteries: Psychics,3.9876632690429688
10679,Item-CF,6,462,Classic Cartoon Favorites: Starring Donald,3.967930316925049
10679,Item-CF,7,560,Star Trek: Enterprise: Season 3,4.016003131866455
10679,Item-CF,8,957,Lost in Space: Season 2: Vol. 1,3.9891061782836914
10679,Item-CF,9,484,Danielle Steel's Jewels,3.9374890327453613
10679,Item-CF,10,466,466,3.993208169937134
10947,SVD,1,752,Star Trek: The Next Generation: Season 7,4.33767172747927
10947,SVD,2,209,Star Trek: Deep Space Nine: Season 5,3.9737383948358627
10947,SVD,3,634,Christmas with The Simpsons,3.92760010857687
10947,SVD,4,872,Seven Samurai,3.8712809793392413
10947,SVD,5,825,Bill Cosby: Himself,3.8427331134089227
10947,SVD,6,241,North by Northwest,3.8381469577198977
10947,SVD,7,359,Absolutely Fabulous: Series 5,3.8312644815899946
10947,SVD,8,471,City Lights,3.7933524295329444
10947,SVD,9,837,All in the Family: Season 3,3.7913310807887286
10947,SVD,10,345,Star Trek: Voyager: Season 5,3.7878781676729707
10947,Item-CF,1,85,Elfen Lied,2.9878547191619873
10947,Item-CF,2,774,Foyle's War: Set 2,3.1038413047790527
10947,Item-CF,3,325,Ghosts of Rwanda: Frontline,3.0441837310791016
10947,Item-CF,4,395,Captain Blood,3.0637543201446533
10947,Item-CF,5,253,A Night at the Opera,3.1321704387664795
10947,Item-CF,6,871,The Jewel in the Crown,3.075252056121826
10947,Item-CF,7,595,Monarch of the Glen: Series 2,3.1323750019073486
10947,Item-CF,8,98,The Battle of Algiers: Bonus Material,2.964695692062378
10947,Item-CF,9,518,The Prime of Miss Jean Brodie,3.0859813690185547
10947,Item-CF,10,471,City Lights,3.1003096103668213
11043,SVD,1,476,VeggieTales Classics: Where's God When I'm Scared?,4.721524994411693
11043,SVD,2,406,Hostage,4.667902677685631
11043,SVD,3,215,That '70s Show: Season 1,4.634309734310669
11043,SVD,4,468,The Matrix: Revolutions,4.612609123623138
11043,SVD,5,425,The 10th Kingdom,4.491800440558838
11043,SVD,6,851,Back to the Future Part III,4.477594013274257
11043,SVD,7,886,Ray,4.430197826566914
11043,SVD,8,498,Glory: Bonus Material,4.423360486563658
11043,SVD,9,479,George Carlin: What Am I Doing in New Jersey?,4.416046184747289
11043,SVD,10,935,Read Or Die,4.412532773172688
11043,Item-CF,1,183,IFilm: Deranged,4.068180084228516
11043,Item-CF,2,887,Monster-in-Law: Bonus Material,3.987459182739258
11043,Item-CF,3,117,Silk Stockings,4.090918064117432
11043,Item-CF,4,98,The Battle of Algiers: Bonus Material,3.9630322456359863
11043,Item-CF,5,518,The Prime of Miss Jean Brodie,4.106693744659424
11043,Item-CF,6,952,My Favorite Wife,4.1140007972717285
11043,Item-CF,7,395,Captain Blood,4.104927062988281
11043,Item-CF,8,240,Woman of the Year,4.121239185333252
11043,Item-CF,9,595,Monarch of the Glen: Series 2,4.159242153167725
11043,Item-CF,10,641,Charly,4.129024982452393
11796,SVD,1,907,Animal Crackers,4.458749976870439
11796,SVD,2,634,Christmas with The Simpsons,4.263184828775919
11796,SVD,3,886,Ray,4.197463522366561
11796,SVD,4,825,Bill Cosby: Himself,4.1951005620723425
11796,SVD,5,996,Yojimbo,4.18189599933326
11796,SVD,6,720,Roger & Me,4.1512901613632796
11796,SVD,7,908,Sense and Sensibility,4.149670761041215
11796,SVD,8,359,Absolutely Fabulous: Series 5,4.097511250333979
11796,SVD,9,471,City Lights,4.05159322161221
11796,SVD,10,46,Rudolph the Red-Nosed Reindeer,3.995044128699085
11796,Item-CF,1,903,Hamlet,3.502171516418457
11796,Item-CF,2,895,Dersu Uzala,3.6654210090637207
11796,Item-CF,3,405,Wings of Desire,3.6234006881713867
11796,Item-CF,4,646,Matewan,3.603800058364868
11796,Item-CF,5,561,High and Low,3.619351387023926
11796,Item-CF,6,183,IFilm: Deranged,3.2928645610809326
11796,Item-CF,7,79,The Killing,3.5663793087005615
11796,Item-CF,8,518,The Prime of Miss Jean Brodie,3.516132354736328
11796,Item-CF,9,3,Character,3.5946247577667236
11796,Item-CF,10,996,Yojimbo,3.526747226715088
12812,SVD,1,621,Armageddon,4.306693751316704
12812,SVD,2,501,Three Days of the Condor,4.218239337588388
12812,SVD,3,406,Hostage,4.215271817003657
12812,SVD,4,575,Highlander: Season 4,4.213542193880755
12812,SVD,5,825,Bill Cosby: Himself,4.193697973455433
12812,SVD,6,498,Glory: Bonus Material,4.168233589456832
12812,SVD,7,763,The Poseidon Adventure,4.100324727788886
12812,SVD,8,462,Classic Cartoon Favorites: Starring Donald,4.069340524079656
12812,SVD,9,395,Captain Blood,4.067471287964398
12812,SVD,10,199,The Deer Hunter,4.06709833595096
12812,Item-CF,1,887,Monster-in-Law: Bonus Material,3.8122971057891846
12812,Item-CF,2,839,The Thin Man Goes Home,3.746708869934082
12812,Item-CF,3,395,Captain Blood,3.780575752258301
